antecedents_str,consequents_str,rule_str,support,confidence,lift,strength
HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN  →  HAND WARMER SCOTTY DOG DESIGN,0.019,0.5198,14.2043,Very Strong
"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",JUMBO BAG PEARS,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT  →  JUMBO BAG PEARS",0.0113,0.47,13.9463,Very Strong
JUMBO BAG PEARS,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT","JUMBO BAG PEARS  →  JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",0.0113,0.3365,13.9463,Very Strong
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN  →  HAND WARMER OWL DESIGN,0.0222,0.6066,13.9147,Very Strong
HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN  →  HAND WARMER SCOTTY DOG DESIGN,0.0222,0.5092,13.9147,Very Strong
"GIN + TONIC DIET METAL SIGN, HAND OVER THE CHOCOLATE   SIGN",COOK WITH WINE METAL SIGN,"GIN + TONIC DIET METAL SIGN, HAND OVER THE CHOCOLATE   SIGN  →  COOK WITH WINE METAL SIGN",0.0118,0.6025,13.7438,Very Strong
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG  →  CHARLOTTE BAG PINK POLKADOT,0.0225,0.462,13.7103,Very Strong
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT  →  RED RETROSPOT CHARLOTTE BAG,0.0225,0.6683,13.7103,Very Strong
CHARLOTTE BAG SUKI DESIGN,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN  →  CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG",0.0125,0.3069,13.6288,Very Strong
"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG  →  CHARLOTTE BAG SUKI DESIGN",0.0125,0.5536,13.6288,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN",JUMBO BAG APPLES,"JUMBO BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN  →  JUMBO BAG APPLES",0.0104,0.6649,13.5087,Very Strong
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER RED LOVE HEART,HAND WARMER SCOTTY DOG DESIGN  →  HAND WARMER RED LOVE HEART,0.0142,0.3868,13.4713,Very Strong
HAND WARMER RED LOVE HEART,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER RED LOVE HEART  →  HAND WARMER SCOTTY DOG DESIGN,0.0142,0.493,13.4713,Very Strong
WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG  →  STRAWBERRY CHARLOTTE BAG,0.0146,0.4777,13.4674,Very Strong
STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG  →  WOODLAND CHARLOTTE BAG,0.0146,0.4127,13.4674,Very Strong
JUMBO BAG APPLES,JUMBO BAG PEARS,JUMBO BAG APPLES  →  JUMBO BAG PEARS,0.022,0.4477,13.285,Very Strong
JUMBO BAG PEARS,JUMBO BAG APPLES,JUMBO BAG PEARS  →  JUMBO BAG APPLES,0.022,0.6539,13.285,Very Strong
PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX  →  PINK CREAM FELT CRAFT TRINKET BOX,0.0179,0.5349,13.2753,Very Strong
PINK CREAM FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX  →  PINK BLUE FELT CRAFT TRINKET BOX,0.0179,0.4431,13.2753,Very Strong
SET OF 3 HEART COOKIE CUTTERS,SET OF 3 BUTTERFLY COOKIE CUTTERS,SET OF 3 HEART COOKIE CUTTERS  →  SET OF 3 BUTTERFLY COOKIE CUTTERS,0.0176,0.471,13.2179,Very Strong
SET OF 3 BUTTERFLY COOKIE CUTTERS,SET OF 3 HEART COOKIE CUTTERS,SET OF 3 BUTTERFLY COOKIE CUTTERS  →  SET OF 3 HEART COOKIE CUTTERS,0.0176,0.4944,13.2179,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",JUMBO BAG PINK VINTAGE PAISLEY,"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG PINK VINTAGE PAISLEY",0.0113,0.5785,13.1733,Very Strong
HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN  →  HAND WARMER OWL DESIGN,0.0208,0.5683,13.0359,Very Strong
HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN  →  HAND WARMER BIRD DESIGN,0.0208,0.476,13.0359,Very Strong
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN VINTAGE PAISLEY,PLASTERS IN TIN WOODLAND ANIMALS  →  PLASTERS IN TIN VINTAGE PAISLEY,0.0127,0.4225,12.969,Very Strong
PLASTERS IN TIN VINTAGE PAISLEY,PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN VINTAGE PAISLEY  →  PLASTERS IN TIN WOODLAND ANIMALS,0.0127,0.3901,12.969,Very Strong
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG  →  CHARLOTTE BAG SUKI DESIGN,0.0161,0.5249,12.9238,Very Strong
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN  →  WOODLAND CHARLOTTE BAG,0.0161,0.396,12.9238,Very Strong
CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT  →  STRAWBERRY CHARLOTTE BAG,0.0154,0.4582,12.9189,Very Strong
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG  →  CHARLOTTE BAG PINK POLKADOT,0.0154,0.4354,12.9189,Very Strong
PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES  →  PACK OF 60 SPACEBOY CAKE CASES,0.0129,0.3448,12.9106,Very Strong
PACK OF 60 SPACEBOY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES  →  PACK OF 60 DINOSAUR CAKE CASES,0.0129,0.4849,12.9106,Very Strong
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT  →  BAKING SET SPACEBOY DESIGN,0.0211,0.3711,12.8881,Very Strong
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN  →  BAKING SET 9 PIECE RETROSPOT,0.0211,0.7318,12.8881,Very Strong
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SKULLS,PLASTERS IN TIN WOODLAND ANIMALS  →  PLASTERS IN TIN SKULLS,0.0115,0.3824,12.8829,Very Strong
PLASTERS IN TIN SKULLS,PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SKULLS  →  PLASTERS IN TIN WOODLAND ANIMALS,0.0115,0.3875,12.8829,Very Strong
"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE IVORY",ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE IVORY  →  ALARM CLOCK BAKELIKE RED",0.0154,0.7742,12.8684,Very Strong
"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE PINK",ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE PINK  →  ALARM CLOCK BAKELIKE RED",0.0127,0.7707,12.8108,Very Strong
HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN  →  HAND WARMER RED LOVE HEART,0.016,0.3672,12.7868,Very Strong
HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART  →  HAND WARMER OWL DESIGN,0.016,0.5574,12.7868,Very Strong
"COOK WITH WINE METAL SIGN, PLEASE ONE PERSON METAL SIGN",HAND OVER THE CHOCOLATE   SIGN,"COOK WITH WINE METAL SIGN, PLEASE ONE PERSON METAL SIGN  →  HAND OVER THE CHOCOLATE   SIGN",0.0113,0.5802,12.746,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK VINTAGE PAISLEY,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG PINK VINTAGE PAISLEY",0.0102,0.5595,12.7398,Very Strong
"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE PINK",ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE PINK  →  ALARM CLOCK BAKELIKE RED",0.0167,0.7619,12.6641,Very Strong
CHARLOTTE BAG APPLES DESIGN,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN  →  WOODLAND CHARLOTTE BAG,0.0105,0.3876,12.6475,Very Strong
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,WOODLAND CHARLOTTE BAG  →  CHARLOTTE BAG APPLES DESIGN,0.0105,0.3438,12.6475,Very Strong
"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED",ALARM CLOCK BAKELIKE IVORY,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED  →  ALARM CLOCK BAKELIKE IVORY",0.0154,0.4257,12.5724,Very Strong
ALARM CLOCK BAKELIKE IVORY,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED","ALARM CLOCK BAKELIKE IVORY  →  ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED",0.0154,0.4561,12.5724,Very Strong
"COOK WITH WINE METAL SIGN, GIN + TONIC DIET METAL SIGN",HAND OVER THE CHOCOLATE   SIGN,"COOK WITH WINE METAL SIGN, GIN + TONIC DIET METAL SIGN  →  HAND OVER THE CHOCOLATE   SIGN",0.0118,0.5698,12.5158,Very Strong
"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE RED",ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE RED  →  ALARM CLOCK BAKELIKE GREEN",0.0154,0.6784,12.478,Very Strong
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK  →  ALARM CLOCK BAKELIKE IVORY,0.0165,0.4218,12.4569,Very Strong
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE IVORY  →  ALARM CLOCK BAKELIKE PINK,0.0165,0.4869,12.4569,Very Strong
SMALL WHITE HEART OF WICKER,LARGE WHITE HEART OF WICKER,SMALL WHITE HEART OF WICKER  →  LARGE WHITE HEART OF WICKER,0.0223,0.4929,12.43,Very Strong
LARGE WHITE HEART OF WICKER,SMALL WHITE HEART OF WICKER,LARGE WHITE HEART OF WICKER  →  SMALL WHITE HEART OF WICKER,0.0223,0.5619,12.43,Very Strong
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM  →  GARDENERS KNEELING PAD CUP OF TEA,0.0367,0.6196,12.4243,Very Strong
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA  →  GARDENERS KNEELING PAD KEEP CALM,0.0367,0.7355,12.4243,Very Strong
RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG  →  STRAWBERRY CHARLOTTE BAG,0.0215,0.4406,12.4216,Very Strong
STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG  →  RED RETROSPOT CHARLOTTE BAG,0.0215,0.6054,12.4216,Very Strong
CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT  →  WOODLAND CHARLOTTE BAG,0.0128,0.3795,12.3832,Very Strong
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG  →  CHARLOTTE BAG PINK POLKADOT,0.0128,0.4173,12.3832,Very Strong
"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE PINK",ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE PINK  →  ALARM CLOCK BAKELIKE GREEN",0.0111,0.6732,12.381,Very Strong
"HOT WATER BOTTLE KEEP CALM, HOT WATER BOTTLE TEA AND SYMPATHY",CHOCOLATE HOT WATER BOTTLE,"HOT WATER BOTTLE KEEP CALM, HOT WATER BOTTLE TEA AND SYMPATHY  →  CHOCOLATE HOT WATER BOTTLE",0.0117,0.6444,12.3078,Very Strong
HAND WARMER UNION JACK,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER UNION JACK  →  HAND WARMER SCOTTY DOG DESIGN,0.0151,0.4498,12.2898,Very Strong
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER UNION JACK,HAND WARMER SCOTTY DOG DESIGN  →  HAND WARMER UNION JACK,0.0151,0.4132,12.2898,Very Strong
"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED",ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED  →  ALARM CLOCK BAKELIKE GREEN",0.0167,0.6562,12.0679,Very Strong
ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED","ALARM CLOCK BAKELIKE GREEN  →  ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED",0.0167,0.3077,12.0679,Very Strong
CHARLOTTE BAG APPLES DESIGN,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN  →  STRAWBERRY CHARLOTTE BAG,0.0116,0.426,12.0111,Very Strong
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,STRAWBERRY CHARLOTTE BAG  →  CHARLOTTE BAG APPLES DESIGN,0.0116,0.3265,12.0111,Very Strong
"COOK WITH WINE METAL SIGN, PLEASE ONE PERSON METAL SIGN",GIN + TONIC DIET METAL SIGN,"COOK WITH WINE METAL SIGN, PLEASE ONE PERSON METAL SIGN  →  GIN + TONIC DIET METAL SIGN",0.0117,0.5967,12.0046,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG VINTAGE LEAF DESIGN,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG VINTAGE LEAF DESIGN",0.0101,0.5272,11.961,Very Strong
"PACK OF 60 DINOSAUR CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",60 TEATIME FAIRY CAKE CASES,"PACK OF 60 DINOSAUR CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES  →  60 TEATIME FAIRY CAKE CASES",0.0102,0.557,11.961,Very Strong
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY  →  JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.0176,0.4011,11.9589,Very Strong
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG PINK VINTAGE PAISLEY,0.0176,0.5252,11.9589,Very Strong
PACK OF 72 SKULL CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 SKULL CAKE CASES  →  PACK OF 60 SPACEBOY CAKE CASES,0.0109,0.3192,11.9555,Very Strong
PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 SKULL CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES  →  PACK OF 72 SKULL CAKE CASES,0.0109,0.4096,11.9555,Very Strong
"60 TEATIME FAIRY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",PACK OF 60 DINOSAUR CAKE CASES,"60 TEATIME FAIRY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES  →  PACK OF 60 DINOSAUR CAKE CASES",0.0102,0.4488,11.9475,Very Strong
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN SKULLS,PLASTERS IN TIN SPACEBOY  →  PLASTERS IN TIN SKULLS,0.0114,0.3532,11.9018,Very Strong
PLASTERS IN TIN SKULLS,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN SKULLS  →  PLASTERS IN TIN SPACEBOY,0.0114,0.3848,11.9018,Very Strong
WOOD S/3 CABINET ANT WHITE FINISH,WOOD 2 DRAWER CABINET WHITE FINISH,WOOD S/3 CABINET ANT WHITE FINISH  →  WOOD 2 DRAWER CABINET WHITE FINISH,0.0134,0.4663,11.8799,Very Strong
WOOD 2 DRAWER CABINET WHITE FINISH,WOOD S/3 CABINET ANT WHITE FINISH,WOOD 2 DRAWER CABINET WHITE FINISH  →  WOOD S/3 CABINET ANT WHITE FINISH,0.0134,0.3402,11.8799,Very Strong
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG  →  CHARLOTTE BAG SUKI DESIGN,0.0171,0.4807,11.8354,Very Strong
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN  →  STRAWBERRY CHARLOTTE BAG,0.0171,0.4198,11.8354,Very Strong
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN  →  CHARLOTTE BAG PINK POLKADOT,0.0162,0.398,11.8105,Very Strong
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT  →  CHARLOTTE BAG SUKI DESIGN,0.0162,0.4797,11.8105,Very Strong
"WOOD 2 DRAWER CABINET WHITE FINISH, WOODEN PICTURE FRAME WHITE FINISH",WOODEN FRAME ANTIQUE WHITE,"WOOD 2 DRAWER CABINET WHITE FINISH, WOODEN PICTURE FRAME WHITE FINISH  →  WOODEN FRAME ANTIQUE WHITE",0.0116,0.731,11.8027,Very Strong
"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED",ALARM CLOCK BAKELIKE PINK,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED  →  ALARM CLOCK BAKELIKE PINK",0.0167,0.4612,11.7985,Very Strong
ALARM CLOCK BAKELIKE PINK,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED","ALARM CLOCK BAKELIKE PINK  →  ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED",0.0167,0.428,11.7985,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN",LUNCH BAG VINTAGE LEAF DESIGN,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN  →  LUNCH BAG VINTAGE LEAF DESIGN",0.0114,0.5182,11.758,Very Strong
"COOK WITH WINE METAL SIGN, HAND OVER THE CHOCOLATE   SIGN",GIN + TONIC DIET METAL SIGN,"COOK WITH WINE METAL SIGN, HAND OVER THE CHOCOLATE   SIGN  →  GIN + TONIC DIET METAL SIGN",0.0118,0.581,11.6892,Very Strong
HAND WARMER BIRD DESIGN,HAND WARMER RED LOVE HEART,HAND WARMER BIRD DESIGN  →  HAND WARMER RED LOVE HEART,0.0121,0.3326,11.5832,Very Strong
HAND WARMER RED LOVE HEART,HAND WARMER BIRD DESIGN,HAND WARMER RED LOVE HEART  →  HAND WARMER BIRD DESIGN,0.0121,0.423,11.5832,Very Strong
"WOOD 2 DRAWER CABINET WHITE FINISH, WOODEN FRAME ANTIQUE WHITE",WOODEN PICTURE FRAME WHITE FINISH,"WOOD 2 DRAWER CABINET WHITE FINISH, WOODEN FRAME ANTIQUE WHITE  →  WOODEN PICTURE FRAME WHITE FINISH",0.0116,0.7869,11.5779,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG APPLE DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG APPLE DESIGN",0.0105,0.6842,11.5268,Very Strong
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG  →  WOODLAND CHARLOTTE BAG,0.0172,0.3531,11.5237,Very Strong
WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG  →  RED RETROSPOT CHARLOTTE BAG,0.0172,0.5617,11.5237,Very Strong
SET OF 20 VINTAGE CHRISTMAS NAPKINS,60 CAKE CASES VINTAGE CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS  →  60 CAKE CASES VINTAGE CHRISTMAS,0.0136,0.3841,11.3971,Very Strong
60 CAKE CASES VINTAGE CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS,60 CAKE CASES VINTAGE CHRISTMAS  →  SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.0136,0.4033,11.3971,Very Strong
HAND WARMER OWL DESIGN,HAND WARMER UNION JACK,HAND WARMER OWL DESIGN  →  HAND WARMER UNION JACK,0.0166,0.3819,11.3598,Very Strong
HAND WARMER UNION JACK,HAND WARMER OWL DESIGN,HAND WARMER UNION JACK  →  HAND WARMER OWL DESIGN,0.0166,0.4952,11.3598,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT",LUNCH BAG WOODLAND,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT  →  LUNCH BAG WOODLAND",0.0105,0.6121,11.3426,Very Strong
"60 TEATIME FAIRY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",PACK OF 60 PINK PAISLEY CAKE CASES,"60 TEATIME FAIRY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES  →  PACK OF 60 PINK PAISLEY CAKE CASES",0.0119,0.523,11.3276,Very Strong
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG SUKI DESIGN  →  CHARLOTTE BAG APPLES DESIGN,0.0125,0.3069,11.2901,Very Strong
CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG APPLES DESIGN  →  CHARLOTTE BAG SUKI DESIGN,0.0125,0.4586,11.2901,Very Strong
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG DOLLY GIRL DESIGN",0.0129,0.4653,11.2554,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND","LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",0.0129,0.3132,11.2554,Very Strong
"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",60 TEATIME FAIRY CAKE CASES,"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES  →  60 TEATIME FAIRY CAKE CASES",0.0119,0.523,11.2298,Very Strong
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED  →  ALARM CLOCK BAKELIKE IVORY,0.0228,0.3783,11.1732,Very Strong
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY  →  ALARM CLOCK BAKELIKE RED,0.0228,0.6722,11.1732,Very Strong
CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG APPLES DESIGN  →  CHARLOTTE BAG PINK POLKADOT,0.0102,0.3757,11.1493,Very Strong
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG APPLES DESIGN,CHARLOTTE BAG PINK POLKADOT  →  CHARLOTTE BAG APPLES DESIGN,0.0102,0.3031,11.1493,Very Strong
PLASTERS IN TIN VINTAGE PAISLEY,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN VINTAGE PAISLEY  →  PLASTERS IN TIN SPACEBOY,0.0117,0.3605,11.1493,Very Strong
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN VINTAGE PAISLEY,PLASTERS IN TIN SPACEBOY  →  PLASTERS IN TIN VINTAGE PAISLEY,0.0117,0.3632,11.1493,Very Strong
"LUNCH BAG SUKI DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG SUKI DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG ALPHABET DESIGN",0.0101,0.5294,11.1374,Very Strong
"LUNCH BAG SUKI DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG APPLE DESIGN,"LUNCH BAG SUKI DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG APPLE DESIGN",0.0126,0.6597,11.1133,Very Strong
VINTAGE HEADS AND TAILS CARD GAME,VINTAGE SNAP CARDS,VINTAGE HEADS AND TAILS CARD GAME  →  VINTAGE SNAP CARDS,0.0192,0.5731,11.0995,Very Strong
VINTAGE SNAP CARDS,VINTAGE HEADS AND TAILS CARD GAME,VINTAGE SNAP CARDS  →  VINTAGE HEADS AND TAILS CARD GAME,0.0192,0.3723,11.0995,Very Strong
"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND",LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG DOLLY GIRL DESIGN",0.0102,0.4585,11.0901,Very Strong
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN  →  ALARM CLOCK BAKELIKE RED,0.0363,0.6672,11.0893,Very Strong
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED  →  ALARM CLOCK BAKELIKE GREEN,0.0363,0.6029,11.0893,Very Strong
